He was extorting money from inhabitants of that area and he died in suspicious condition. Later on the police has concocted false case on the basis of interested and partisan witnesses against the applicants though the witnesses have not seen the incident.,383
the applicant/accused tried to extort money from the complainant by threatening to kill her and abused her on phone,383
"Virendra Dwivedi and co-accused Mayank Mishra threatened Ramesh Jaiswal and Shyamlal Jaiswal to implicate them in a case of excise, and extorted money from them.",383
"a history-sheeter with 30 serious criminal cases pending against him, instrumental in kidnapping victim under threat, and for confining and torturing him in confinement",364
"The victim, Anuva Mondal, was a school-going minor girl. She was kidnapped by the accused, Sk. Manu",364
"Accused allegedly kidnapped the victim, a student of VIth Standard in his auto and took him to his sister's house and telephoned to victim's father demanding Rs 2 lakhs for release of his son",364
"The appellant in this case is one Sheik Dawood Sahib aged 27. He has been convicted  for having kidnapped a girl named Krishnaveni, aged 16 to 17, out of the keeping of P. W. 2 her father and lawful guardian, without the consent of such guardian",364
Boy of Seven years kidnapped for ransom,364
"the instant case a young boy, aged about 16 years, son of a goldsmith kidnapped from his school for ransom by the appellants,",364
"Though it is true that there was a love affair between PW 1 (victim) and the appellant, on the date of incident the appellant along with 5 other persons did come in a tempo and tried to kidnap PW 1 at about 10 p.m.",364
"PW 2, a college student, was abducted by the appellant and three others (who were acquitted by the trial court). They asked him his father's phone number and stated that a demand of Rs 4,00,000 would be made for his release",364
It is a case of Kidnapping Deceased used to go for morning walk — He was sighted by PW 13 who also used to go for morning walk — PW 3 had witnessed a person being pushed into a Maruti van by three persons and the van going away followed by a motorcycle.,364
Appellant prosecuted for kidnapping  two boys aged 10 to 12 years,364
"three person forcibly took away a 4 years old boy, causing grievous hurt to her mother and gave a written threat to the life of the boy if Rs 5 lakhs were not paid. ",364
According to complainant seven men from his family were abducted by the police on 29-10-1991 and he sought their release apprehending they may be killed,364
Respondents assaulting the deceased and taking him away in a truck with declaration that they would kill him,364
"Accused kidnapped minor girl, aged about 15 yrs",364
"Accused persons including appellant kidnapping PW 2, a nine-year-old child — They demanding a ransom of Rs ten lakhs and threatening to kill PW 2 if said amount not paid",364
"it is established that offender after kidnapping a person keeps him in detention or threatens to cause death or hurt in order to extort ransom, and communicates that demand",364
Appellant-accused involved in abduction and murder of a former MLA along with 17 others,364
"instant case pertains to the abduction of PWs 17, 18 and 20, which was committed for extracting ransom",364
"Victim, aged about six years, was allegedly kidnapped by accused persons Demand of Rs 60 lakhs as ransom for releasing victim was made on telephone",364
"Planned kidnapping of 3 minor children aged about 8, 6 and 4 yrs for taking revenge",364
Kidnapping in order to compel marriage,364
Kidnapping of two children aged 6 and 8 years ,364
